Key,Module,Translation
factory.no_recipes_produce_item,factory,이 아이템을 생산하는 레시피를 찾을 수 없습니다. 이 아이템은 가져오거나 수동으로 생성해야 할 수 있습니다.
factory.no_saved_games,factory,저장된 게임이 없습니다
factory.not_configured,factory,미설정
factory.notifications.auto_loaded,factory,자동 로드: {name}
factory.notifications.cannot_place_building,factory,여기에 건물을 배치할 수 없습니다 - 다른 건물이나 컨베이어에 의해 위치가 차단됨
factory.notifications.cannot_place_control_point,factory,여기에 제어점을 배치할 수 없습니다 - 유효한 경로 없음
factory.notifications.confirm_delete,factory,"저장 ""{name}""을(를) 삭제하시겠습니까? 이 작업은 취소할 수 없습니다."
factory.notifications.confirm_import,factory,이 공장을 가져오시겠습니까? 저장되지 않은 변경 사항이 손실됩니다.
factory.notifications.confirm_load,factory,"""{name}""을(를) 로드하시겠습니까?"
factory.notifications.confirm_load_with_current,factory,"""{name}""을(를) 로드하시겠습니까? 저장하지 않은 변경사항이 손실됩니다."
factory.notifications.conveyor_error,factory,컨베이어 재계산 중 오류. 건물이 회전했지만 컨베이어를 수동으로 다시 연결해야 할 수 있습니다.
factory.notifications.created_new_save,factory,"새 저장 ""{name}"" 생성됨"
factory.notifications.exported_json,factory,공장을 JSON 파일로 내보냈습니다
factory.notifications.failed_to_delete,factory,저장 삭제 실패
factory.notifications.failed_to_export,factory,공장 내보내기 실패
factory.notifications.failed_to_import,factory,공장 가져오기 실패
factory.notifications.failed_to_load,factory,게임 로드 실패
factory.notifications.failed_to_read_file,factory,파일 읽기 실패
factory.notifications.failed_to_rotate,factory,건물 회전 실패
factory.notifications.failed_to_save,factory,게임 저장 실패
factory.notifications.imported_json,factory,공장을 성공적으로 가져왔습니다
factory.notifications.loaded,factory,"""{name}"" 로드됨"
factory.notifications.new_grid_created,factory,서브 자동화 코어로 새 그리드 생성됨
factory.notifications.output_cleared,factory,출력 아이템이 제거되었습니다
factory.notifications.output_selected,factory,출력 아이템이 선택되었습니다: {item}
factory.notifications.please_enter_name,factory,저장 이름을 입력하세요
factory.notifications.recipe_assigned,factory,레시피 할당됨: {recipe}
factory.notifications.recipe_cleared,factory,레시피가 제거되었습니다
factory.notifications.save_deleted,factory,저장 삭제됨
factory.notifications.saved_as,factory,"""{name}""로 저장됨"
factory.notifications.saved_to,factory,"""{name}""에 저장됨"
factory.online_benefits,factory,모든 기기에서 저장 파일에 접근하고 커뮤니티와 공유
factory.online_saves,factory,온라인
factory.output,factory,출력
factory.output_buffer,factory,출력 버퍼
factory.output_conveyors,factory,출력 컨베이어
factory.output_item,factory,출력 아이템
factory.outputs,factory,출력
factory.overview,factory,개요
factory.pan,factory,이동
factory.per_minute,factory,분당
factory.place_building,factory,건물 배치
factory.plan_deleted,factory,플랜이 삭제되었습니다!
factory.plan_loaded,factory,플랜이 로드되었습니다!
factory.plan_saved,factory,플랜이 저장되었습니다!
factory.plan_updated,factory,플랜이 업데이트되었습니다!
factory.planner.feature_buildings_desc,factory,"상세 정보, 레시피 및 생산 통계가 포함된 모든 공장 건물에 액세스"
factory.planner.feature_buildings_title,factory,건물 라이브러리
factory.planner.feature_community_desc,factory,다른 플레이어가 공유한 공장 레이아웃을 탐색하고 배우기 (곧 출시)
factory.planner.feature_community_title,factory,커뮤니티 계획
factory.planner.feature_conveyors_desc,factory,오류를 감지하고 수정을 제안하는 지능형 컨베이어 라우팅으로 건물 연결
factory.planner.feature_conveyors_title,factory,스마트 컨베이어
factory.planner.feature_grid_desc,factory,팬 및 줌 기능을 갖춘 맞춤형 그리드에 건물과 컨베이어 배치
factory.planner.feature_grid_title,factory,인터랙티브 그리드
factory.planner.feature_save_desc,factory,공장 레이아웃을 로컬에 저장하고 커뮤니티와 공유
factory.planner.feature_save_title,factory,저장 및 로드
factory.planner.feature_stats_desc,factory,"실시간 생산 통계, 병목 현상 감지 및 최적화 제안"
factory.planner.feature_stats_title,factory,생산 분석
factory.planner.features_subtitle,factory,완벽한 AIC 공장을 계획하는 데 필요한 모든 것
factory.planner.features_title,factory,기능
factory.planner.report_issues,factory,문제 및 아이디어 보고
factory.planner.start_planning,factory,계획 시작
factory.planner.subtitle,factory,인터랙티브 그리드 기반 플래너로 AIC (자동화 산업 단지) 공장 레이아웃을 설계하고 최적화하세요
factory.planner.wip_message,factory,이 도구는 현재 개발 중입니다. Discord 커뮤니티에서 문제를 보고하거나 아이디어를 공유해주세요!
factory.planner.wip_title,factory,개발 중
factory.popular,factory,인기
factory.port_config,factory,포트 설정
factory.port_config_hint,factory,출력 포트를 클릭하여 아이템을 할당하세요. 입력 포트로 들어오는 아이템은 소비됩니다.
factory.power,factory,전력
factory.power_consumed,factory,소비 전력
factory.power_warning,factory,전력 부족!
factory.produced,factory,생산/분
factory.produced_by,factory,생산자
factory.producing,factory,생산 중
factory.production_chain,factory,생산 체인
factory.production_depth,factory,생산 깊이
factory.production_flow,factory,생산 흐름
factory.production_flows,factory,생산 흐름
factory.production_imbalance,factory,생산 불균형
factory.production_rate,factory,생산 속도
factory.production_statistics,factory,생산 통계
factory.production_stats_note,factory,모든 비율은 분당으로 표시됩니다. 순 = 생산 - 소비.
factory.production_summary,factory,요약
factory.raw_material,factory,원자재
factory.raw_materials,factory,원자재
factory.recipe,factory,레시피
factory.redo,factory,다시 실행
factory.requires,factory,필요
factory.reset_view,factory,뷰 재설정
factory.rotate,factory,회전
factory.rotate_building,factory,건물 회전
factory.rotate_ccw,factory,반시계방향 회전
factory.rotate_cw,factory,시계방향 회전
factory.save,factory,저장
factory.save_name,factory,이름
factory.save_online,factory,온라인 저장
factory.saved_games,factory,저장된 게임
factory.select_building,factory,건물 선택...
factory.select_item,factory,아이템 선택...
factory.select_output,factory,출력 선택
factory.select_recipe,factory,레시피 선택
factory.set_output,factory,출력 설정
factory.set_recipe,factory,레시피 설정
factory.settings,factory,설정
factory.sim_fast,factory,빠름 (2x)
factory.sim_faster,factory,매우 빠름 (4x)
factory.sim_normal,factory,보통 (1x)
factory.sim_paused,factory,일시정지
factory.sim_speed,factory,속도
factory.state_clogged,factory,출력 차단됨
factory.state_idle,factory,비활성
factory.state_producing,factory,생산 중
factory.state_unlinked,factory,입력 연결 없음
factory.state_waiting,factory,입력 대기 중
factory.status,factory,상태
factory.suggestion_add_building,factory,이 레시피 중 하나를 사용하는 새 건물을 추가하고 소비자에 연결하세요
factory.suggestions_to_fix_deficits,factory,적자를 해결하기 위한 제안
factory.surplus,factory,잉여
factory.theoretical,factory,이론값
factory.thumbnail_preview,factory,미리보기
factory.title,factory,공장 플래너
factory.total_buildings,factory,활성 건물
factory.travel_time,factory,이동 시간
factory.undo,factory,실행 취소
factory.unlimited,factory,무제한
factory.update_save,factory,저장 업데이트
factory.view_compact,factory,간략 보기
factory.view_grid,factory,그리드 보기
factory.view_list,factory,목록 보기
factory.view_mode,factory,보기 모드
factory.visibility_private,factory,비공개
factory.visibility_private_desc,factory,본인만 볼 수 있음
factory.visibility_public,factory,공개
factory.visibility_public_desc,factory,커뮤니티 블루프린트에서 표시됨
factory.your_online_saves,factory,내 온라인 저장
factory.zoom_in,factory,확대
factory.zoom_out,factory,축소
factory_plans.all_time,factory_plans,All Time
factory_plans.back_to_browse,factory_plans,Back to All Blueprints
factory_plans.be_first_to_share,factory_plans,Be the first to share a blueprint for
factory_plans.blueprint_found,factory_plans,blueprint found
factory_plans.blueprint_name,factory_plans,Blueprint Name
factory_plans.blueprints_found,factory_plans,blueprints found
factory_plans.browse_crafting_blueprints,factory_plans,Browse community factory blueprints for crafting
factory_plans.buildings,factory_plans,Buildings
factory_plans.buildings_used,factory_plans,Buildings Used
factory_plans.by,factory_plans,by
factory_plans.comments,factory_plans,Comments
factory_plans.confirm_delete,factory_plans,Are you sure you want to delete
factory_plans.create_blueprint,factory_plans,Create Blueprint
factory_plans.create_first_blueprint,factory_plans,Create your first factory blueprint to share with the community!
factory_plans.create_new,factory_plans,Create New
factory_plans.delete_error,factory_plans,Failed to delete blueprint
factory_plans.description,factory_plans,Browse and share community AIC factory blueprints for Arknights: Endfield
factory_plans.description_label,factory_plans,Description
factory_plans.full_description,factory_plans,Full Description
factory_plans.full_description_hint,factory_plans,Detailed guide for your blueprint (optional)
factory_plans.game_stage,factory_plans,Game Stage
factory_plans.grid_size,factory_plans,Grid size
factory_plans.how_to_craft,factory_plans,How to Craft
factory_plans.ingame_code,factory_plans,In-Game Code
factory_plans.ingame_code_hint,factory_plans,Optional: Your in-game factory sharing code
factory_plans.ingame_code_label,factory_plans,In-Game Sharing Code
factory_plans.ingame_region,factory_plans,Server Region
factory_plans.inputs,factory_plans,Inputs
factory_plans.latest,factory_plans,Latest
factory_plans.load_in_planner,factory_plans,Load in Planner
factory_plans.loading_blueprint,factory_plans,Loading blueprint...
factory_plans.make_private,factory_plans,Make Private
factory_plans.make_public,factory_plans,Make Public
factory_plans.manage_your_blueprints,factory_plans,Manage your shared factory blueprints
factory_plans.most_liked,factory_plans,Most Liked
factory_plans.my_blueprints,factory_plans,My Blueprints
factory_plans.net_power,factory_plans,Net Power
factory_plans.no_blueprints,factory_plans,No Blueprints Yet
factory_plans.no_blueprints_yet,factory_plans,No Blueprints Yet
factory_plans.no_external_inputs,factory_plans,No external inputs required
factory_plans.not_found,factory_plans,Blueprint Not Found
factory_plans.not_found_desc,factory_plans,This blueprint may have been deleted or made private.
factory_plans.open_planner,factory_plans,Open Factory Planner
factory_plans.outputs,factory_plans,Outputs
factory_plans.popular,factory_plans,Most Popular
factory_plans.power_consumption,factory_plans,Consumption
factory_plans.power_generation,factory_plans,Generation
factory_plans.private,factory_plans,Private
factory_plans.production,factory_plans,Production
factory_plans.production_preview,factory_plans,Production Preview
factory_plans.production_summary,factory_plans,Production Summary
factory_plans.public,factory_plans,Public
factory_plans.region,factory_plans,Region
factory_plans.save_blueprint,factory_plans,Save Blueprint
factory_plans.saving,factory_plans,Saving...
factory_plans.search_placeholder,factory_plans,Search blueprints...
factory_plans.share_blueprint,factory_plans,Share Blueprint
factory_plans.share_description,factory_plans,Share your factory layout with the community
factory_plans.short_description,factory_plans,Short Description
factory_plans.short_description_hint,factory_plans,Brief description shown on cards (max 200 chars)
factory_plans.sort_latest,factory_plans,Latest
factory_plans.sort_popular,factory_plans,Popular
factory_plans.tags,factory_plans,Tags
factory_plans.tags_hint,factory_plans,Select up to 3 tags
factory_plans.this_month,factory_plans,This Month
factory_plans.this_week,factory_plans,This Week
factory_plans.thumbnail_preview,factory_plans,Thumbnail Preview
factory_plans.title,factory_plans,AIC Factory Blueprints
factory_plans.toggle_error,factory_plans,Failed to update visibility
factory_plans.total_buildings,factory_plans,Total buildings
factory_plans.update_blueprint,factory_plans,Update Blueprint
factory_plans.video_guide,factory_plans,Video Guide
factory_plans.visibility,factory_plans,Visibility
factory_plans.visibility_private,factory_plans,Private - Only you can see
factory_plans.visibility_public,factory_plans,Public - Anyone can see
factory_plans.youtube_url,factory_plans,YouTube Video URL
factory_plans.youtube_url_hint,factory_plans,Optional video guide
guides.features_title,guides,배울 내용
home.ascension_planner_desc,home,재료 추적으로 캐릭터 및 무기 업그레이드 계획
home.browse_blueprints,home,Browse Community Blueprints
home.character_builds,home,캐릭터 빌드
home.character_planner_desc,home,캐릭터 진행 및 자원 계획
home.character_showcase_desc,home,커뮤니티의 캐릭터 빌드 공유 및 발견
home.characters_desc,home,모든 엔드필드 캐릭터의 전체 세부 정보 및 커뮤니티 토론 탐색
home.check_out_tools,home,내 도구를 확인해보세요!
home.codes.copied,home,복사됨!
home.codes.copy,home,코드 복사
home.codes.ends_in,home,종료까지
home.codes.expired,home,만료됨
home.codes.how_to_redeem,home,교환 방법: 게임 내에서 [설정] > [플랫폼 및 계정] > [교환 코드]로 이동
home.codes.no_expiration,home,만료 없음
home.codes.tap_to_copy,home,탭하여 복사
home.codes.title,home,교환 코드
home.coming_soon,home,곧 출시
home.community,home,커뮤니티
home.community_builds_desc,home,커뮤니티 캐릭터 빌드 공유 및 탐색
home.community_plans_desc,home,커뮤니티 공장 계획 공유 및 탐색
home.equipment_desc,home,장비 세트 및 보너스 발견
home.essences_desc,home,무기 에센스 및 효과 발견
home.events.ended,home,종료됨
home.events.ends_in,home,종료까지
home.events.left,home,남음
home.events.not_confirmed,home,미확인
home.events.starts_in,home,시작까지
home.events.title,home,이벤트
home.factory_blueprints,home,AIC Factory Blueprints
home.factory_blueprints_desc,home,Browse and share community AIC factory blueprints
home.factory_planner_desc,home,공장 레이아웃을 쉽게 계획하고 최적화
home.factory_short,home,
home.factory_simulator,home,공장 시뮬레이터
home.fun_tools,home,재미와 시뮬레이션
home.guides_desc,home,포괄적인 가이드로 게임 메커니즘과 전략 배우기
home.headhunt_tracker_desc,home,헤드헌트 뽑기 및 천장 카운터 추적
home.interactive_map_desc,home,대화형 지도로 세계 탐색
home.login_register,home,로그인 / 회원가입
home.planner_desc,home,인터랙티브 공장 그리드 플래너 열기
home.planners,home,
home.popular_builds,home,인기 캐릭터 빌드
home.popular_builds_desc,home,커뮤니티에서 가장 인기 있는 캐릭터 빌드 발견
home.simulators,home,
home.site_description,home,명일방주: 엔드필드 플레이어를 위한 최고의 도구 및 유틸리티 모음.
home.summon_simulator_desc,home,"재미있는 가챠 시뮬레이터, 행운 순위표 포함!"
home.toolbox,home,도구 상자
home.toolbox_desc,home,도구 및 유틸리티 컬렉션 탐색
home.tools,home,도구
home.valley_iv_desc,home,Valley IV 지역 탐색
home.view_all,home,전체 보기
home.weapons_desc,home,모든 무기 유형 및 통계 탐색
home.welcome_to,home,환영합니다
home.wuling_desc,home,무릉 지역 탐색
home.your_profile,home,내 프로필
map.activate,map,활성화
map.amber_rice,map,호박쌀
map.battles,map,전투 조우
map.category_battles,map,전투 조우
map.category_chests,map,보물 상자
map.category_collectibles,map,수집품
map.category_daily_instances,map,일일 인스턴스
map.category_dungeons,map,던전
map.category_ether,map,에테르 자원
map.category_factory,map,공장 POI
map.category_mining_formations,map,광맥
map.category_mining_points,map,채광 지점
map.category_narrative,map,스토리 조각
map.category_other,map,기타 POI
map.category_plants,map,식물 재료
map.category_rare_minerals,map,희귀 광물
map.category_terminals,map,터미널
map.category_travel,map,빠른 이동
map.challenge,map,챌린지
map.challenge_entrance,map,챌린지 입구
map.chest,map,상자
map.chest_high_tier,map,고급 상자
map.chest_locked,map,잠긴 상자
map.chest_normal,map,일반 상자
map.clear_all,map,지우기
map.clear_search,map,검색 지우기
map.click_to_explore,map,탐험하기
map.close,map,닫기
map.collectible,map,수집품
map.collectibles,map,수집품
map.communication_terminal,map,통신 단말기
map.coordinates,map,좌표
map.daily_dungeon,map,일일 던전
map.dungeon,map,던전
map.dungeon_entrance,map,던전 입구
map.dungeon_exit,map,던전 출구
map.enemies,map,적
map.enemy_encounter,map,적 조우
map.energy_point,map,에너지 포인트
map.ether_recycle,map,
map.fast_travel,map,빠른 이동
map.fast_travel_point,map,빠른 이동 지점
map.feature_battles_desc,map,"던전 입구, 챌린지 지점, 보스 위치"
map.feature_battles_title,map,전투 조우
map.feature_chests_desc,map,"모든 상자 위치를 찾고 추적하세요 - 일반, 잠긴, 고급 상자"
map.feature_chests_title,map,보물 상자
map.feature_collectibles_desc,map,"스토리 파편, 터미널, 수집 포인트 위치"
map.feature_collectibles_title,map,수집품
map.feature_filtering_desc,map,"유형, 레벨, 지역별 관심 지점 필터링"
map.feature_filtering_title,map,고급 필터링
map.feature_filters_desc,map,
map.feature_filters_title,map,
map.feature_gathering_desc,map,
map.feature_gathering_title,map,
map.feature_mining_desc,map,"광석 노드, 광맥, 희귀 광물 위치"
map.feature_mining_title,map,채광 지점
map.feature_poi_desc,map,
map.feature_poi_title,map,
map.feature_tracking_desc,map,
map.feature_tracking_title,map,
map.feature_travel_desc,map,게임 내 모든 빠른 이동 지점 표시
map.feature_travel_title,map,빠른 이동
map.features_subtitle,map,모든 중요한 위치 추적
map.features_title,map,모든 구석 탐험하기
map.filter,map,필터 및 검색
map.filters,map,필터
map.glowbug,map,빛나는 벌레
map.hub_area,map,허브 지역
map.interactive_object,map,상호작용 오브젝트
map.layer,map,레이어
map.layers,map,맵 레이어
map.legend,map,범례
map.level,map,레벨
map.level_ranges,map,레벨 범위
map.loading,map,맵 데이터 로딩 중...
map.mark_arrow,map,표시 화살표
map.mark_fac_unlocker,map,공장 해제기
map.mechanism,map,기계 장치
map.mineral_copper,map,구리
map.mineral_iron,map,철
map.mineral_originium,map,오리지늄
map.mineral_quartz,map,석영
map.mineral_special_metal,map,특수 금속
map.narrative_fragment,map,파편
map.no_results,map,관심 지점을 찾을 수 없습니다
map.poi_details,map,POI 세부정보
map.poi_types,map,POI 유형
map.pois_visible,map,개의 POI 표시 중
map.rare_mineral,map,희귀 광물
map.rare_prefix,map,희귀 
map.reading_terminal,map,열람 단말기
map.recommended_level,map,권장 레벨
map.redjade_ginseng,map,홍옥 인삼
map.reed_rye,map,갈대 호밀
map.region,map,지역
map.region_talos_ii,map,탈로스 II
map.region_valley_iv,map,4번 협곡 지도
map.region_wuling,map,우링 지도
map.report_issues,map,Discord 커뮤니티에서 문제 및 아이디어 보고
map.reset_view,map,뷰 초기화
map.rewards,map,보상
map.scorchbug,map,불타는 벌레
map.search_placeholder,map,관심 지점 검색...
map.select_all,map,모두
map.select_layer,map,레이어 선택
map.select_region,map,지역 선택
map.show_all,map,모두 표시
map.special_locations,map,특별한 장소
map.terminal,map,터미널
map.title,map,인터랙티브 맵
map.travel_point,map,
map.type,map,유형
map.view_point,map,전망대
map.warning_terminal,map,경고 단말기
map.welcome_subtitle,map,"명일방주: 엔드필드 탐험을 위한 최고의 동반자. 모든 보물 상자, 채광 지점, 수집품 및 포인트를 찾아보세요."
map.wip_message,map,인터랙티브 맵은 현재 개발 중입니다. Discord 커뮤니티에 참여하여 문제를 보고하거나 아이디어를 공유해주세요!
map.wip_title,map,개발 중
map.zoom_in,map,확대
map.zoom_out,map,축소
nav.achievement_tracker,nav,
nav.achievement_tracker_short,nav,
nav.ascension_planner,nav,돌파 플래너
nav.character_planner,nav,캐릭터 플래너
nav.character_showcase,nav,캐릭터 쇼케이스
nav.characters,nav,캐릭터
nav.community_blueprints,nav,Community Blueprints
nav.community_builds,nav,커뮤니티 빌드
nav.community_plans,nav,커뮤니티 계획
nav.discord,nav,커뮤니티 참여
nav.factory_planner,nav,공장 플래너
nav.guides,nav,가이드
nav.headhunt_short,nav,
nav.headhunt_tracker,nav,헤드헌트 트래커
nav.home,nav,홈
nav.interactive_map,nav,인터랙티브 맵
nav.planner,nav,플래너
nav.profile,nav,프로필
nav.recipes,nav,레시피
nav.summon_simulator,nav,소환 시뮬레이터
nav.weapon_essence_solver,nav,Essence Solver
nav.weapon_essences,nav,무기 에센스
nav.weapons,nav,무기
notification.deleted,notification,삭제되었습니다
notification.error,notification,오류가 발생했습니다
notification.loaded,notification,불러왔습니다
notification.saved,notification,저장되었습니다
reactions.authentication_required,reactions,인증이 필요합니다
reactions.dislike,reactions,싫어요
reactions.like,reactions,좋아요
reactions.login_required,reactions,이 콘텐츠에 반응하려면 로그인하세요.
summon.amazing_pull,summon,놀라운 뽑기! {count}개의 6성을 획득! 1위가 될 수 있습니다! 리더보드에 제출?
summon.amazing_pull_prompt,summon,놀라운 뽑기! {count}개의 6성을 획득! 리더보드에 제출하시겠습니까?
summon.animation_in_progress,summon,애니메이션 진행 중...
summon.auth_error,summon,인증 오류. 다시 로그인해주세요.
summon.average,summon,평균
summon.average_joe,summon,평범한 사람
summon.average_rarity,summon,평균 희귀도
summon.average_title,summon,"완벽한 균형, 모든 것이 그래야 하듯이."
summon.base_six_star_rate,summon,기본 6★ 확률: {rate}%
summon.best_session,summon,최고 10연:
summon.better_five_star,summon,더 나은 결과! {count}개의 5성이 이전 최고 {previous}를 넘었습니다! 리더보드에 제출?
summon.better_score,summon,더 나은 결과! 점수 {current}가 이전 최고 {previous}를 넘었습니다! 리더보드에 제출?
summon.blessed_by_rng,summon,RNG의 축복
summon.blessed_title,summon,당신은 행운의 손길을 받았습니다!
summon.character_collection,summon,캐릭터 컬렉션
summon.character_pool,summon,캐릭터 풀
summon.characters_available,summon,{count}개 캐릭터 사용 가능
summon.collection_progress,summon,컬렉션:
summon.collection_ratio,summon,{current} / {total}개 캐릭터
summon.complete_character_list,summon,개별 드롭률이 있는 사용 가능한 캐릭터의 전체 목록
summon.counted_message,summon,소환 결과가 리더보드에 카운트됩니다. 힐의 왕 역할을 쟁취하세요!
summon.counter_resets,summon,5★ 또는 6★를 획득하면 카운터가 리셋
summon.current_pity_counter,summon,현재 천장 카운터:
summon.current_rate,summon,현재 확률: {rate}%
summon.current_rate_with_bonus,summon,현재 확률: {rate}% (+{bonus}% 보너스)
summon.current_six_star_rate,summon,현재 6★ 확률
summon.cursed_by_rng,summon,RNG의 저주
summon.cursed_title,summon,가챠의 신이 당신을 시험하고 있습니다...
summon.description,summon,"가챠 중독을 만족시키세요! 주사위를 굴려 현실적인 드롭률로 잡기 힘든 6★ 캐릭터를 쫓으세요. ""한 번만 더 10연, 맹세합니다!"""
summon.discord_linked,summon,Discord 연결됨 - 이기면 역할을 받습니다!
summon.discord_warning,summon,리더보드에 제출할 수 있지만 Discord를 연결하지 않고 이기면 역할을 받지 못합니다!
summon.download_image,summon,이미지 다운로드
summon.drop_rates,summon,소환 드롭률
summon.drop_rates_by_rarity,summon,등급별 드롭률
summon.each_rate,summon,~{rate}% 각각
summon.expected_rate,summon,예상: {rate}%
summon.first_six_star,summon,첫 6★:
summon.first_six_star_pulls,summon,{count}회 뽑기
summon.five_star_guarantee,summon,5★ 보장 시스템
summon.five_star_pity_counter,summon,5★ 천장 카운터
summon.five_star_rate,summon,5★ 확률
summon.four_star_rate,summon,4★ 확률
summon.fun_stats,summon,재미있는 통계
summon.gacha_hell,summon,가챠 지옥
summon.gacha_hell_title,summon,당신의 운이 곧 나아지기를...
summon.generating_image,summon,이미지 생성 중...
summon.guaranteed_at,summon,{threshold}회 소환 시 6★ 보장
summon.guaranteed_five_star,summon,5★+를 획득하지 않고 {threshold}회 소환마다 5★ 이상 보장
summon.individual_character_rates,summon,개별 캐릭터 드롭률
summon.leaderboard_description,summon,이번 주 최고의 10연 (매주 월요일 리셋)
summon.leaderboard_discord_reward,summon,"1위 플레이어는 {site} Discord에서 ""힐의 왕"" 역할을 획득합니다!"
summon.leaderboard_title,summon,주간 리더보드
summon.least_pulled_character,summon,가장 적게 뽑은 캐릭터
summon.least_pulled_six_star,summon,가장 적게 뽑은 6★
summon.legendary_luck,summon,전설적인 행운
summon.legendary_title,summon,RNG의 신이 당신을 미소짓고 있습니다!
summon.link_discord_profile,summon,역할을 받으려면 프로필에서 Discord 계정을 연결하세요!
summon.link_discord_reminder,summon,역할을 받으려면 Discord 계정을 연결하는 것을 잊지 마세요!
summon.loading_leaderboard,summon,리더보드 로딩 중...
summon.logged_in,summon,로그인됨
summon.login_to_save,summon,결과를 저장하려면 로그인
summon.lucky,summon,운이 좋음!
summon.lucky_charm,summon,행운의 부적
summon.lucky_title,summon,행운은 용감한 자에게!
summon.most_pulled_character,summon,가장 많이 뽑은 캐릭터
summon.most_pulled_six_star,summon,가장 많이 뽑은 6★
summon.new_record,summon,신기록! {count}개의 6성이 이전 최고 {previous}를 넘었습니다! 리더보드에 제출?
summon.new_record_submitted,summon,신기록! 점수 {score}가 리더보드에 제출되었습니다!
summon.next_guaranteed,summon,다음 소환에서 5★ 이상 보장!
summon.next_guarantees_five_star,summon,다음 소환에서 5★ 이상 보장!
summon.next_guarantees_six_star,summon,다음 소환에서 6★ 보장!
summon.nice_pull,summon,좋은 뽑기!
summon.no_history,summon,아직 소환 기록이 없습니다. 첫 소환을 수행하여 결과를 확인하세요!
summon.not_counted_warning,summon,소환 결과가 리더보드에 카운트되지 않습니다.
summon.not_logged_in,summon,로그인되지 않음
summon.not_logged_in_message,summon,로그인하지 않아서 아쉽습니다! 이 뽑기는 상위 10위에 들 수 있었습니다.
summon.not_owned,summon,미소유
summon.novice_description,summon,첫 소환을 수행하여 통계를 확인하세요!
summon.novice_summoner,summon,초보 소환사
summon.on_leaderboard,summon,리더보드 #{placement}위
summon.owned_count,summon,{count}×
summon.perform_10x,summon,10회 소환/헤드헌트 수행
summon.pity_active,summon,천장 시스템 활성화! +{bonus}% 보너스 확률
summon.pity_active_bonus,summon,천장 활성화: +{bonus}% 보너스
summon.pity_bonus,summon,천장 보너스
summon.pity_counter,summon,천장 카운터
summon.pity_resets,summon,6★를 획득하면 천장이 완전히 리셋
summon.pity_starts_at,summon,천장은 {threshold}회 소환부터 시작: 매번 +{increase}%
summon.pity_system,summon,천장 시스템 (6★)
summon.pool_description,summon,소환 풀의 모든 사용 가능한 캐릭터를 희귀도별로 탐색
summon.profile_error,summon,프로필이 로드되지 않았습니다. 다시 시도해주세요.
summon.pulled_count,summon,{count}개 뽑음
summon.pulled_times,summon,{count}번 뽑음
summon.pulls_until_guaranteed_five_star,summon,5★ 보장까지의 횟수
summon.rarity_breakdown,summon,희귀도 분포
summon.rate,summon,{rate}% 확률
summon.recent_description,summon,최신 10회 소환/헤드헌트 결과
summon.recent_summons,summon,최근 소환
summon.record_beaten,summon,신기록! 점수 {current}가 이전 최고 {previous}를 넘었습니다!
summon.record_holder,summon,기록 보유자
summon.reset_confirm,summon,모든 소환/헤드헌트 통계를 리셋하시겠습니까? 이 작업은 취소할 수 없습니다.
summon.reset_stats,summon,모든 통계 리셋
summon.reset_warning,summon,모든 소환 기록이 영구적으로 삭제됩니다
summon.result_preview,summon,소환/헤드헌트 결과 미리보기
summon.session_preview,summon,소환/헤드헌트 세션 미리보기
summon.share_result,summon,소환/헤드헌트 결과 공유
summon.share_session,summon,소환/헤드헌트 세션 공유
summon.six_star_rate,summon,6★ 확률
summon.six_star_resets_counter,summon,6★를 획득하면 이 카운터도 리셋
summon.six_stars_count,summon,{count}개의 6성
summon.slightly_unlucky,summon,약간 운이 나쁨
summon.slightly_unlucky_title,summon,더 나아질 수 있습니다...
summon.star_characters,summon,{rarity}성 캐릭터
summon.stats_description,summon,가챠 여정을 추적하고 얼마나 운이 좋은지 확인하세요!
summon.stats_title,summon,소환 통계
summon.submit,summon,리더보드에 제출
summon.submit_failed,summon,리더보드 제출 실패. 다시 시도해주세요.
summon.submit_qualifier,summon,소환 결과가 리더보드 자격이 있습니다!
summon.submit_success,summon,소환 결과가 리더보드에 제출되었습니다!
summon.submit_to_leaderboard,summon,리더보드에 제출?
summon.submitting,summon,제출 중...
summon.summoned_on,summon,{site}에서 소환
summon.summoning,summon,10개 캐릭터를 소환/헤드헌트 중...
summon.summons_until_guaranteed,summon,5★ 보장까지 {count}회 소환!
summon.summons_without_five_star,summon,5★+ 없는 소환 횟수:
summon.summons_without_five_star_plus,summon,5★+ 없는 소환
summon.table_character,summon,캐릭터
summon.table_drop_rate,summon,드롭률
summon.table_profession,summon,직업
summon.table_rarity,summon,등급
summon.table_type,summon,타입
summon.title,summon,소환/헤드헌트 시뮬레이터
summon.total_pulls,summon,총 소환 횟수
summon.total_value,summon,총 가치
summon.unique_characters,summon,고유 캐릭터
summon.unlucky,summon,운이 나쁨
summon.very_lucky,summon,매우 운이 좋음!
summon.very_unlucky,summon,매우 운이 나쁨
summon.view_profile,summon,프로필 보기
summon.warning_until_guaranteed,summon,5★ 보장까지 {count}회 소환!
summon.your_stats,summon,내 통계
theme.dark,theme,다크
theme.dark_desc,theme,엔드필드 도구 다크 테마
theme.high_contrast,theme,고대비
theme.light,theme,라이트
theme.light_desc,theme,엔드필드 도구 라이트 테마
theme.navy,theme,네이비
weapons.attack,weapons,공격력
weapons.attack_growth,weapons,공격력 성장
weapons.attack_stats,weapons,공격 스탯
weapons.best_characters,weapons,최적 캐릭터
