Key,Module,Translation
factory.move_building,factory,Mover Edificio
factory.multi_producer_excess,factory,Exceso de Multi-Productor
factory.my_blueprints,factory,Mis Planos
factory.name_required,factory,Por favor ingresa un nombre.
factory.net,factory,Neto/min
factory.new_online_save,factory,Nuevo guardado en línea
factory.new_save,factory,Nueva Partida
factory.no_blueprints,factory,Aún no hay planos
factory.no_file_loaded,factory,No hay archivo cargado. Crea un nuevo guardado o carga uno existente.
factory.no_online_saves,factory,Sin guardados en línea
factory.no_output_selected,factory,Sin Salida Seleccionada
factory.no_production_data,factory,No hay datos de producción disponibles. Asigna recetas a los edificios para ver estadísticas.
factory.no_recipe,factory,Sin Receta
factory.no_recipes_available,factory,No hay recetas disponibles para este edificio
factory.no_recipes_produce_item,factory,No se encontraron recetas que produzcan este artículo. Es posible que este artículo deba importarse o crearse manualmente.
factory.no_saved_games,factory,Sin partidas guardadas
factory.not_configured,factory,No configurado
factory.notifications.auto_loaded,factory,Carga automática: {name}
factory.notifications.cannot_place_building,factory,No se puede colocar edificio aquí - posición bloqueada por otro edificio o transportador
factory.notifications.cannot_place_control_point,factory,No se puede colocar punto de control aquí - sin ruta válida
factory.notifications.confirm_delete,factory,"¿Eliminar partida ""{name}""? Esto no se puede deshacer."
factory.notifications.confirm_import,factory,¿Importar esta fábrica? Los cambios no guardados se perderán.
factory.notifications.confirm_load,factory,"¿Cargar ""{name}""?"
factory.notifications.confirm_load_with_current,factory,"¿Cargar ""{name}""? Los cambios no guardados se perderán."
factory.notifications.conveyor_error,factory,Error al recalcular transportadores. Edificio rotado pero los transportadores pueden necesitar reconexión manual.
factory.notifications.created_new_save,factory,"Nueva partida creada ""{name}"""
factory.notifications.exported_json,factory,Fábrica exportada a archivo JSON
factory.notifications.failed_to_delete,factory,Error al eliminar partida
factory.notifications.failed_to_export,factory,Error al exportar fábrica
factory.notifications.failed_to_import,factory,Error al importar fábrica
factory.notifications.failed_to_load,factory,Error al cargar partida
factory.notifications.failed_to_read_file,factory,Error al leer archivo
factory.notifications.failed_to_rotate,factory,Error al rotar edificio
factory.notifications.failed_to_save,factory,Error al guardar partida
factory.notifications.imported_json,factory,Fábrica importada exitosamente
factory.notifications.loaded,factory,"Cargado ""{name}"""
factory.notifications.new_grid_created,factory,Nueva cuadrícula creada con Núcleo de Sub-Automatización
factory.notifications.output_cleared,factory,Artículo de salida eliminado
factory.notifications.output_selected,factory,Artículo de salida seleccionado: {item}
factory.notifications.please_enter_name,factory,Por favor ingresa un nombre de partida
factory.notifications.recipe_assigned,factory,Receta asignada: {recipe}
factory.notifications.recipe_cleared,factory,Receta eliminada
factory.notifications.save_deleted,factory,Partida eliminada
factory.notifications.saved_as,factory,"Guardado como ""{name}"""
factory.notifications.saved_to,factory,"Guardado en ""{name}"""
factory.online_benefits,factory,Accede a tus guardados desde cualquier dispositivo y comparte con la comunidad
factory.online_saves,factory,En línea
factory.output,factory,Salida
factory.output_buffer,factory,Buffer de Salida
factory.output_conveyors,factory,Transportadores de Salida
factory.output_item,factory,Artículo de Salida
factory.outputs,factory,Salidas
factory.overview,factory,Resumen
factory.pan,factory,Desplazar
factory.per_minute,factory,por minuto
factory.place_building,factory,Colocar Edificio
factory.plan_deleted,factory,¡Plan eliminado!
factory.plan_loaded,factory,¡Plan cargado!
factory.plan_saved,factory,¡Plan guardado!
factory.plan_updated,factory,¡Plan actualizado!
factory.planner.feature_buildings_desc,factory,"Accede a todos los edificios de fábrica con información detallada, recetas y estadísticas de producción"
factory.planner.feature_buildings_title,factory,Biblioteca de Edificios
factory.planner.feature_community_desc,factory,Navega y aprende de diseños de fábrica compartidos por otros jugadores (próximamente)
factory.planner.feature_community_title,factory,Planes de la Comunidad
factory.planner.feature_conveyors_desc,factory,Conecta edificios con enrutamiento inteligente de cintas transportadoras que detecta errores y sugiere correcciones
factory.planner.feature_conveyors_title,factory,Cintas Transportadoras Inteligentes
factory.planner.feature_grid_desc,factory,Coloca edificios y cintas transportadoras en una cuadrícula personalizable con soporte completo de panorámica y zoom
factory.planner.feature_grid_title,factory,Cuadrícula Interactiva
factory.planner.feature_save_desc,factory,Guarda tus diseños de fábrica localmente y compártelos con la comunidad
factory.planner.feature_save_title,factory,Guardar y Cargar
factory.planner.feature_stats_desc,factory,"Estadísticas de producción en tiempo real, detección de cuellos de botella y sugerencias de optimización"
factory.planner.feature_stats_title,factory,Análisis de Producción
factory.planner.features_subtitle,factory,Todo lo que necesitas para planificar tu fábrica AIC perfecta
factory.planner.features_title,factory,Características
factory.planner.report_issues,factory,Reportar Problemas e Ideas
factory.planner.start_planning,factory,Comenzar a Planificar
factory.planner.subtitle,factory,Diseña y optimiza tus diseños de fábrica AIC (Complejo Industrial Automatizado) con un planificador interactivo basado en cuadrícula
factory.planner.wip_message,factory,Esta herramienta todavía está en desarrollo activo. ¡Por favor reporta cualquier problema o comparte tus ideas en nuestra comunidad de Discord!
factory.planner.wip_title,factory,Trabajo en Progreso
factory.popular,factory,Popular
factory.port_config,factory,Configurar Puertos
factory.port_config_hint,factory,Haz clic en un puerto de salida para asignar un artículo. Los artículos que entran por los puertos de entrada se consumen.
factory.power,factory,Energía
factory.power_consumed,factory,Energía Consumida
factory.power_warning,factory,¡Energía Insuficiente!
factory.produced,factory,Producido/min
factory.produced_by,factory,Producido por
factory.producing,factory,Produciendo
factory.production_chain,factory,Cadena de Producción
factory.production_depth,factory,Profundidad de Producción
factory.production_flow,factory,Flujo de Producción
factory.production_flows,factory,Flujos de Producción
factory.production_imbalance,factory,Desequilibrio de Producción
factory.production_rate,factory,Tasa de Producción
factory.production_statistics,factory,Estadísticas de Producción
factory.production_stats_note,factory,Todas las tasas se muestran por minuto. Neto = Producido - Consumido.
factory.production_summary,factory,Resumen
factory.raw_material,factory,Materia Prima
factory.raw_materials,factory,Materias Primas
factory.recipe,factory,Receta
factory.redo,factory,Rehacer
factory.requires,factory,Requiere
factory.reset_view,factory,Restablecer Vista
factory.rotate,factory,Rotar
factory.rotate_building,factory,Rotar Edificio
factory.rotate_ccw,factory,Rotar Antihorario
factory.rotate_cw,factory,Rotar Horario
factory.save,factory,Guardar
factory.save_name,factory,Nombre
factory.save_online,factory,Guardar en línea
factory.saved_games,factory,Partidas Guardadas
factory.select_building,factory,Seleccionar edificio...
factory.select_item,factory,Seleccionar artículo...
factory.select_output,factory,Seleccionar Salida
factory.select_recipe,factory,Seleccionar Receta
factory.set_output,factory,Establecer Salida
factory.set_recipe,factory,Establecer Receta
factory.settings,factory,Configuración
factory.sim_fast,factory,Rápido (2x)
factory.sim_faster,factory,Más Rápido (4x)
factory.sim_normal,factory,Normal (1x)
factory.sim_paused,factory,Pausado
factory.sim_speed,factory,Velocidad
factory.state_clogged,factory,Salida bloqueada
factory.state_idle,factory,Inactivo
factory.state_producing,factory,Produciendo
factory.state_unlinked,factory,Sin conexiones de entrada
factory.state_waiting,factory,Esperando entradas
factory.status,factory,Estado
factory.suggestion_add_building,factory,Agregue un nuevo edificio con una de estas recetas y conéctelo a los consumidores
factory.suggestions_to_fix_deficits,factory,Sugerencias para Corregir Déficits
factory.surplus,factory,Excedente
factory.theoretical,factory,Teórico
factory.thumbnail_preview,factory,Vista previa
factory.title,factory,Planificador de Fábrica
factory.total_buildings,factory,Edificios Activos
factory.travel_time,factory,tiempo de viaje
factory.undo,factory,Deshacer
factory.unlimited,factory,Ilimitado
factory.update_save,factory,Actualizar guardado
factory.view_compact,factory,Vista Compacta
factory.view_grid,factory,Vista de Cuadrícula
factory.view_list,factory,Vista de Lista
factory.view_mode,factory,Modo de Vista
factory.visibility_private,factory,Privado
factory.visibility_private_desc,factory,Solo tú puedes verlo
factory.visibility_public,factory,Público
factory.visibility_public_desc,factory,Visible en Planos de la Comunidad
factory.your_online_saves,factory,Tus guardados en línea
factory.zoom_in,factory,Acercar
factory.zoom_out,factory,Alejar
factory_plans.all_time,factory_plans,All Time
factory_plans.back_to_browse,factory_plans,Back to All Blueprints
factory_plans.be_first_to_share,factory_plans,Be the first to share a blueprint for
factory_plans.blueprint_found,factory_plans,blueprint found
factory_plans.blueprint_name,factory_plans,Blueprint Name
factory_plans.blueprints_found,factory_plans,blueprints found
factory_plans.browse_crafting_blueprints,factory_plans,Browse community factory blueprints for crafting
factory_plans.buildings,factory_plans,Buildings
factory_plans.buildings_used,factory_plans,Buildings Used
factory_plans.by,factory_plans,by
factory_plans.comments,factory_plans,Comments
factory_plans.confirm_delete,factory_plans,Are you sure you want to delete
factory_plans.create_blueprint,factory_plans,Create Blueprint
factory_plans.create_first_blueprint,factory_plans,Create your first factory blueprint to share with the community!
factory_plans.create_new,factory_plans,Create New
factory_plans.delete_error,factory_plans,Failed to delete blueprint
factory_plans.description,factory_plans,Browse and share community AIC factory blueprints for Arknights: Endfield
factory_plans.description_label,factory_plans,Description
factory_plans.full_description,factory_plans,Full Description
factory_plans.full_description_hint,factory_plans,Detailed guide for your blueprint (optional)
factory_plans.game_stage,factory_plans,Game Stage
factory_plans.grid_size,factory_plans,Grid size
factory_plans.how_to_craft,factory_plans,How to Craft
factory_plans.ingame_code,factory_plans,In-Game Code
factory_plans.ingame_code_hint,factory_plans,Optional: Your in-game factory sharing code
factory_plans.ingame_code_label,factory_plans,In-Game Sharing Code
factory_plans.ingame_region,factory_plans,Server Region
factory_plans.inputs,factory_plans,Inputs
factory_plans.latest,factory_plans,Latest
factory_plans.load_in_planner,factory_plans,Load in Planner
factory_plans.loading_blueprint,factory_plans,Loading blueprint...
factory_plans.make_private,factory_plans,Make Private
factory_plans.make_public,factory_plans,Make Public
factory_plans.manage_your_blueprints,factory_plans,Manage your shared factory blueprints
factory_plans.most_liked,factory_plans,Most Liked
factory_plans.my_blueprints,factory_plans,My Blueprints
factory_plans.net_power,factory_plans,Net Power
factory_plans.no_blueprints,factory_plans,No Blueprints Yet
factory_plans.no_blueprints_yet,factory_plans,No Blueprints Yet
factory_plans.no_external_inputs,factory_plans,No external inputs required
factory_plans.not_found,factory_plans,Blueprint Not Found
factory_plans.not_found_desc,factory_plans,This blueprint may have been deleted or made private.
factory_plans.open_planner,factory_plans,Open Factory Planner
factory_plans.outputs,factory_plans,Outputs
factory_plans.popular,factory_plans,Most Popular
factory_plans.power_consumption,factory_plans,Consumption
factory_plans.power_generation,factory_plans,Generation
factory_plans.private,factory_plans,Private
factory_plans.production,factory_plans,Production
factory_plans.production_preview,factory_plans,Production Preview
factory_plans.production_summary,factory_plans,Production Summary
factory_plans.public,factory_plans,Public
factory_plans.region,factory_plans,Region
factory_plans.save_blueprint,factory_plans,Save Blueprint
factory_plans.saving,factory_plans,Saving...
factory_plans.search_placeholder,factory_plans,Search blueprints...
factory_plans.share_blueprint,factory_plans,Share Blueprint
factory_plans.share_description,factory_plans,Share your factory layout with the community
factory_plans.short_description,factory_plans,Short Description
factory_plans.short_description_hint,factory_plans,Brief description shown on cards (max 200 chars)
factory_plans.sort_latest,factory_plans,Latest
factory_plans.sort_popular,factory_plans,Popular
factory_plans.tags,factory_plans,Tags
factory_plans.tags_hint,factory_plans,Select up to 3 tags
factory_plans.this_month,factory_plans,This Month
factory_plans.this_week,factory_plans,This Week
factory_plans.thumbnail_preview,factory_plans,Thumbnail Preview
factory_plans.title,factory_plans,AIC Factory Blueprints
factory_plans.toggle_error,factory_plans,Failed to update visibility
factory_plans.total_buildings,factory_plans,Total buildings
factory_plans.update_blueprint,factory_plans,Update Blueprint
factory_plans.video_guide,factory_plans,Video Guide
factory_plans.visibility,factory_plans,Visibility
factory_plans.visibility_private,factory_plans,Private - Only you can see
factory_plans.visibility_public,factory_plans,Public - Anyone can see
factory_plans.youtube_url,factory_plans,YouTube Video URL
factory_plans.youtube_url_hint,factory_plans,Optional video guide
guides.features_title,guides,Lo que aprenderás
home.ascension_planner_desc,home,Planifica mejoras de personajes y armas con seguimiento de materiales
home.browse_blueprints,home,Browse Community Blueprints
home.character_builds,home,Builds de Personajes
home.character_planner_desc,home,Planifica la progresión y recursos de tus personajes
home.character_showcase_desc,home,Comparte y descubre configuraciones de personajes de la comunidad
home.characters_desc,home,Explora todos los personajes de Endfield con detalles completos y discusión comunitaria
home.check_out_tools,home,¡Mira mis herramientas!
home.codes.copied,home,¡Copiado!
home.codes.copy,home,Copiar código
home.codes.ends_in,home,Termina en
home.codes.expired,home,Expirado
home.codes.how_to_redeem,home,"Cómo canjear: En el juego, ve a [Configuración] > [Plataforma y Cuenta] > [Código de Canje]"
home.codes.no_expiration,home,Sin expiración
home.codes.tap_to_copy,home,Toca para copiar
home.codes.title,home,Códigos de Canje
home.coming_soon,home,Próximamente
home.community,home,Comunidad
home.community_builds_desc,home,Comparte y explora configuraciones de personajes de la comunidad
home.community_plans_desc,home,Comparte y explora planos de fábrica de la comunidad
home.equipment_desc,home,Descubre conjuntos de equipo y sus bonificaciones
home.essences_desc,home,Descubre esencias de armas y sus efectos
home.events.ended,home,Finalizado
home.events.ends_in,home,Termina en
home.events.left,home,restante
home.events.not_confirmed,home,No confirmado
home.events.starts_in,home,Comienza en
home.events.title,home,Eventos
home.factory_blueprints,home,AIC Factory Blueprints
home.factory_blueprints_desc,home,Browse and share community AIC factory blueprints
home.factory_planner_desc,home,Planifica y optimiza el diseño de tu fábrica con facilidad
home.factory_short,home,
home.factory_simulator,home,Simulador de Fábrica
home.fun_tools,home,Diversión y Simulación
home.guides_desc,home,Aprende mecánicas del juego y estrategias con guías completas
home.headhunt_tracker_desc,home,Rastrea tus invocaciones y contador de piedad
home.interactive_map_desc,home,Explora el mundo con un mapa interactivo
home.login_register,home,Iniciar Sesión / Registrarse
home.planner_desc,home,Abre el planificador interactivo de cuadrícula de fábrica
home.planners,home,
home.popular_builds,home,Builds Populares de Personajes
home.popular_builds_desc,home,Descubre los builds de personajes más populares de nuestra comunidad
home.simulators,home,
home.site_description,home,La mejor colección de herramientas y utilidades para jugadores de Arknights: Endfield.
home.summon_simulator_desc,home,¡Simulador de gacha divertido con una tabla de clasificación de suerte!
home.toolbox,home,Caja de Herramientas
home.toolbox_desc,home,Explora nuestra colección de herramientas y utilidades
home.tools,home,Herramientas
home.valley_iv_desc,home,Explora la región de Valley IV
home.view_all,home,Ver Todo
home.weapons_desc,home,Explora todos los tipos de armas y sus estadísticas
home.welcome_to,home,Bienvenido a
home.wuling_desc,home,Explora la región de Wuling
home.your_profile,home,Tu Perfil
map.activate,map,Activar
map.amber_rice,map,Arroz Ámbar
map.battles,map,Encuentros de Batalla
map.category_battles,map,Encuentros de Batalla
map.category_chests,map,Cofres del Tesoro
map.category_collectibles,map,Coleccionables
map.category_daily_instances,map,Instancias Diarias
map.category_dungeons,map,Mazmorras
map.category_ether,map,Recursos de Éter
map.category_factory,map,PDI de Fábrica
map.category_mining_formations,map,Formaciones Mineras
map.category_mining_points,map,Puntos de Minería
map.category_narrative,map,Fragmentos de Historia
map.category_other,map,Otros PDI
map.category_plants,map,Materiales Vegetales
map.category_rare_minerals,map,Minerales Raros
map.category_terminals,map,Terminales
map.category_travel,map,Viaje rápido
map.challenge,map,Desafío
map.challenge_entrance,map,Entrada de Desafío
map.chest,map,Cofre
map.chest_high_tier,map,Cofre de Alto Nivel
map.chest_locked,map,Cofre Cerrado
map.chest_normal,map,Cofre Normal
map.clear_all,map,Limpiar
map.clear_search,map,Limpiar Búsqueda
map.click_to_explore,map,Clic para Explorar
map.close,map,Cerrar
map.collectible,map,Coleccionable
map.collectibles,map,Coleccionables
map.communication_terminal,map,Terminal de Comunicación
map.coordinates,map,Coordenadas
map.daily_dungeon,map,Mazmorra Diaria
map.dungeon,map,Mazmorra
map.dungeon_entrance,map,Entrada de Mazmorra
map.dungeon_exit,map,Salida de Mazmorra
map.enemies,map,Enemigos
map.enemy_encounter,map,Encuentro con Enemigo
map.energy_point,map,Punto de Energía
map.ether_recycle,map,
map.fast_travel,map,Viaje Rápido
map.fast_travel_point,map,Punto de Viaje Rápido
map.feature_battles_desc,map,"Entradas de mazmorras, puntos de desafío y ubicaciones de jefes"
map.feature_battles_title,map,Encuentros de Batalla
map.feature_chests_desc,map,"Encuentra y rastrea todas las ubicaciones de cofres - normales, cerrados y de alto nivel"
map.feature_chests_title,map,Cofres del Tesoro
map.feature_collectibles_desc,map,"Ubicaciones de fragmentos de historia, terminales y puntos de recolección"
map.feature_collectibles_title,map,Coleccionables
map.feature_filtering_desc,map,"Filtra puntos de interés por tipo, nivel y región"
map.feature_filtering_title,map,Filtrado Avanzado
map.feature_filters_desc,map,
map.feature_filters_title,map,
map.feature_gathering_desc,map,
map.feature_gathering_title,map,
map.feature_mining_desc,map,"Ubicación de nodos de mineral, formaciones mineras y minerales raros"
map.feature_mining_title,map,Puntos de Minería
map.feature_poi_desc,map,
map.feature_poi_title,map,
map.feature_tracking_desc,map,
map.feature_tracking_title,map,
map.feature_travel_desc,map,Mapa de todos los puntos de viaje rápido del juego
map.feature_travel_title,map,Viaje Rápido
map.features_subtitle,map,Rastrea todas las ubicaciones importantes
map.features_title,map,Explora Cada Rincón
map.filter,map,Filtrar y Buscar
map.filters,map,Filtros
map.glowbug,map,Insecto Luminoso
map.hub_area,map,Área Central
map.interactive_object,map,Objeto Interactivo
map.layer,map,Capa
map.layers,map,Capas del Mapa
map.legend,map,Leyenda
map.level,map,Nivel
map.level_ranges,map,Rangos de nivel
map.loading,map,Cargando datos del mapa...
map.mark_arrow,map,Flecha de Marca
map.mark_fac_unlocker,map,Desbloqueador de Fábrica
map.mechanism,map,Mecanismo
map.mineral_copper,map,Cobre
map.mineral_iron,map,Hierro
map.mineral_originium,map,Originio
map.mineral_quartz,map,Cuarzo
map.mineral_special_metal,map,Metal Especial
map.narrative_fragment,map,Fragmento
map.no_results,map,No se encontraron puntos de interés
map.poi_details,map,Detalles del POI
map.poi_types,map,Tipos de POI
map.pois_visible,map,POIs visibles
map.rare_mineral,map,Mineral Raro
map.rare_prefix,map,Raro 
map.reading_terminal,map,Terminal de Lectura
map.recommended_level,map,Nivel Recomendado
map.redjade_ginseng,map,Ginseng de Jade Rojo
map.reed_rye,map,Centeno de Caña
map.region,map,Región
map.region_talos_ii,map,Talos-II
map.region_valley_iv,map,Mapa Valle IV
map.region_wuling,map,Mapa Wuling
map.report_issues,map,Reporta problemas e ideas en nuestra comunidad de Discord
map.reset_view,map,Restablecer Vista
map.rewards,map,Recompensas
map.scorchbug,map,Insecto Abrasador
map.search_placeholder,map,Buscar puntos de interés...
map.select_all,map,Todo
map.select_layer,map,Seleccionar Capa
map.select_region,map,Seleccionar Región
map.show_all,map,Mostrar Todo
map.special_locations,map,Ubicaciones Especiales
map.terminal,map,Terminal
map.title,map,Mapa Interactivo
map.travel_point,map,
map.type,map,Tipo
map.view_point,map,Punto de Vista
map.warning_terminal,map,Terminal de Advertencia
map.welcome_subtitle,map,"Tu compañero definitivo para explorar Arknights: Endfield. Encuentra todos los cofres del tesoro, puntos de minería, coleccionables y puntos de interés."
map.wip_message,map,El mapa interactivo está actualmente en desarrollo. ¡Únete a nuestra comunidad de Discord para reportar problemas o compartir tus ideas!
map.wip_title,map,Trabajo en Progreso
map.zoom_in,map,Acercar
map.zoom_out,map,Alejar
nav.achievement_tracker,nav,
nav.achievement_tracker_short,nav,
nav.ascension_planner,nav,Planificador de Ascensión
nav.character_planner,nav,Planificador de Personajes
nav.character_showcase,nav,Vitrina de Personajes
nav.characters,nav,Personajes
nav.community_blueprints,nav,Community Blueprints
nav.community_builds,nav,Builds de la Comunidad
nav.community_plans,nav,Planes de la Comunidad
nav.discord,nav,Únete a la comunidad
nav.factory_planner,nav,Planificador de Fábrica
nav.guides,nav,Guías
nav.headhunt_short,nav,
nav.headhunt_tracker,nav,Rastreador de Reclutamiento
nav.home,nav,Inicio
nav.interactive_map,nav,Mapa Interactivo
nav.planner,nav,Planificador
nav.profile,nav,Perfil
nav.recipes,nav,Recetas
nav.summon_simulator,nav,Simulador de Invocación
nav.weapon_essence_solver,nav,Essence Solver
nav.weapon_essences,nav,Esencias de Armas
nav.weapons,nav,Armas
notification.deleted,notification,Eliminado exitosamente
notification.error,notification,Ocurrió un error
notification.loaded,notification,Cargado exitosamente
notification.saved,notification,Guardado exitosamente
reactions.authentication_required,reactions,Autenticación Requerida
reactions.dislike,reactions,No me gusta
reactions.like,reactions,Me gusta
reactions.login_required,reactions,"Por favor, inicia sesión para reaccionar a este contenido."
summon.amazing_pull,summon,¡Invocación increíble! ¡Obtuviste {count} seis estrellas! ¡Esto podría ser el primer lugar! ¿Enviar a la tabla de clasificación?
summon.amazing_pull_prompt,summon,¡Invocación increíble! ¡Obtuviste {count} seis estrellas! ¿Quieres enviar esto a la tabla de clasificación?
summon.animation_in_progress,summon,Animación en Progreso...
summon.auth_error,summon,"Error de autenticación. Por favor, inicia sesión de nuevo."
summon.average,summon,Promedio
summon.average_joe,summon,Promedio
summon.average_rarity,summon,Rareza Promedio
summon.average_title,summon,"Perfectamente balanceado, como debe ser."
summon.base_six_star_rate,summon,Tasa base 6★: {rate}%
summon.best_session,summon,Mejor sesión de 10 invocaciones:
summon.better_five_star,summon,¡Mejor resultado! ¡Tus {count} cinco estrellas superaron tu mejor anterior de {previous}! ¿Enviar a la tabla de clasificación?
summon.better_score,summon,¡Mejor resultado! ¡Tu puntuación de {current} superó tu mejor anterior de {previous}! ¿Enviar a la tabla de clasificación?
summon.blessed_by_rng,summon,Bendecido por RNG
summon.blessed_title,summon,¡Has sido tocado por la fortuna!
summon.character_collection,summon,Colección de Personajes
summon.character_pool,summon,Pool de Personajes
summon.characters_available,summon,{count} personajes disponibles
summon.collection_progress,summon,Colección:
summon.collection_ratio,summon,{current} / {total} personajes
summon.complete_character_list,summon,Lista completa de personajes disponibles con tasas de caída individuales
summon.counted_message,summon,Tus resultados de invocación contarán para la tabla de clasificación. ¡Compite por el rol de Rey de la Colina!
summon.counter_resets,summon,El contador se reinicia al obtener cualquier 5★ o 6★
summon.current_pity_counter,summon,Contador de Piedad Actual:
summon.current_rate,summon,Tasa actual: {rate}%
summon.current_rate_with_bonus,summon,Tasa actual: {rate}% (+{bonus}% bonus)
summon.current_six_star_rate,summon,Tasa 6★ Actual
summon.cursed_by_rng,summon,Maldecido por RNG
summon.cursed_title,summon,Los dioses del gacha te están poniendo a prueba...
summon.description,summon,"¡Alimenta tu adicción al gacha! Lanza los dados y persigue esos esquivos personajes 6★ con tasas de caída realistas. ""¡Solo una invocación de 10 más, lo juro!"""
summon.discord_linked,summon,Discord vinculado - ¡Recibirás el rol si ganas!
summon.discord_warning,summon,"¡Aún puedes enviar a la tabla de clasificación, pero no obtendrás el rol si ganas sin Discord vinculado!"
summon.download_image,summon,Descargar Imagen
summon.drop_rates,summon,Tasas de Caída de Invocación
summon.drop_rates_by_rarity,summon,Tasas de Caída por Rareza
summon.each_rate,summon,~{rate}% cada uno
summon.expected_rate,summon,Esperado: {rate}%
summon.first_six_star,summon,Primer 6★ en:
summon.first_six_star_pulls,summon,{count} invocaciones
summon.five_star_guarantee,summon,Sistema de Garantía 5★
summon.five_star_pity_counter,summon,Contador de Piedad 5★
summon.five_star_rate,summon,Tasa 5★
summon.four_star_rate,summon,Tasa 4★
summon.fun_stats,summon,Estadísticas Divertidas
summon.gacha_hell,summon,Infierno Gacha
summon.gacha_hell_title,summon,Que tu suerte mejore pronto...
summon.generating_image,summon,Generando imagen...
summon.guaranteed_at,summon,6★ garantizado en {threshold} invocaciones
summon.guaranteed_five_star,summon,5★ o superior garantizado cada {threshold} invocaciones sin obtener un 5★+
summon.individual_character_rates,summon,Tasas Individuales de Personajes
summon.leaderboard_description,summon,Los 10 mejores resultados de la semana (se reinicia cada lunes)
summon.leaderboard_discord_reward,summon,"¡El jugador #1 obtiene el rol de ""Rey de la Colina"" en el Discord de {site}!"
summon.leaderboard_title,summon,Tabla de Clasificación Semanal
summon.least_pulled_character,summon,Personaje Menos Obtenido
summon.least_pulled_six_star,summon,6★ Menos Obtenido
summon.legendary_luck,summon,Suerte Legendaria
summon.legendary_title,summon,¡Los dioses del RNG te sonríen!
summon.link_discord_profile,summon,¡Vincula tu cuenta de Discord en tu perfil para recibir el rol!
summon.link_discord_reminder,summon,¡No olvides vincular tu cuenta de Discord para recibir el rol!
summon.loading_leaderboard,summon,Cargando tabla de clasificación...
summon.logged_in,summon,Sesión iniciada
summon.login_to_save,summon,Inicia sesión para guardar tus resultados
summon.lucky,summon,¡Afortunado!
summon.lucky_charm,summon,Amuleto de la Suerte
summon.lucky_title,summon,¡La fortuna favorece a los valientes!
summon.most_pulled_character,summon,Personaje Más Obtenido
summon.most_pulled_six_star,summon,6★ Más Obtenido
summon.new_record,summon,¡Nuevo récord! ¡Tus {count} seis estrellas superaron tu mejor anterior de {previous}! ¿Enviar a la tabla de clasificación?
summon.new_record_submitted,summon,¡Nuevo récord! ¡Tu puntuación de {score} ha sido enviada a la tabla de clasificación!
summon.next_guaranteed,summon,¡La próxima invocación garantiza un 5★ o superior!
summon.next_guarantees_five_star,summon,¡La próxima invocación garantiza un 5★ o superior!
summon.next_guarantees_six_star,summon,¡La próxima invocación garantiza un 6★!
summon.nice_pull,summon,¡Buena Invocación!
summon.no_history,summon,Aún no hay historial de invocaciones. ¡Realiza tu primera invocación para ver resultados aquí!
summon.not_counted_warning,summon,Tus resultados de invocación no contarán para la tabla de clasificación.
summon.not_logged_in,summon,Sesión no iniciada
summon.not_logged_in_message,summon,¡Qué lástima que no iniciaste sesión! Esta invocación podría haber reclamado un lugar en el top 10.
summon.not_owned,summon,No poseído
summon.novice_description,summon,¡Realiza tu primera invocación para ver tus estadísticas!
summon.novice_summoner,summon,Invocador Novato
summon.on_leaderboard,summon,#{placement} en la tabla de clasificación
summon.owned_count,summon,{count}×
summon.perform_10x,summon,Realizar 10 Invocaciones/Reclutamientos
summon.pity_active,summon,¡Sistema de piedad activo! +{bonus}% de tasa bonus
summon.pity_active_bonus,summon,Piedad activa: +{bonus}% bonus
summon.pity_bonus,summon,Bonificación de Piedad
summon.pity_counter,summon,Contador de Piedad
summon.pity_resets,summon,La piedad se reinicia completamente al obtener un 6★
summon.pity_starts_at,summon,La piedad comienza en {threshold} invocaciones: +{increase}% por invocación
summon.pity_system,summon,Sistema de Piedad (6★)
summon.pool_description,summon,"Examina todos los personajes disponibles en el pool de invocación, organizados por rareza"
summon.profile_error,summon,"Perfil no cargado. Por favor, intenta de nuevo."
summon.pulled_count,summon,{count} obtenidos
summon.pulled_times,summon,Obtenido {count} veces
summon.pulls_until_guaranteed_five_star,summon,Invocaciones hasta 5★ garantizado
summon.rarity_breakdown,summon,Desglose por Rareza
summon.rate,summon,Tasa del {rate}%
summon.recent_description,summon,Tus últimos resultados de 10 invocaciones/reclutamientos
summon.recent_summons,summon,Invocaciones Recientes
summon.record_beaten,summon,¡Nuevo récord! ¡Tu puntuación de {current} superó tu mejor anterior de {previous}!
summon.record_holder,summon,POSEEDOR DEL RÉCORD
summon.reset_confirm,summon,¿Estás seguro de que quieres restablecer todas tus estadísticas de invocación/reclutamiento? Esto no se puede deshacer.
summon.reset_stats,summon,Restablecer Todas las Estadísticas
summon.reset_warning,summon,Esto eliminará permanentemente todo tu historial de invocaciones
summon.result_preview,summon,Vista previa de resultado de invocación/reclutamiento
summon.session_preview,summon,Vista previa de sesión de invocación/reclutamiento
summon.share_result,summon,Compartir tu Resultado de Invocación/Reclutamiento
summon.share_session,summon,Compartir Sesión de Invocación/Reclutamiento
summon.six_star_rate,summon,Tasa 6★
summon.six_star_resets_counter,summon,Obtener un 6★ también reinicia este contador
summon.six_stars_count,summon,{count} seis estrellas
summon.slightly_unlucky,summon,Un Poco Desafortunado
summon.slightly_unlucky_title,summon,Las cosas podrían ser mejores...
summon.star_characters,summon,Personajes de {rarity} Estrellas
